action, elapsed_ms           , pos_0, pos_1, pos_2, pos_3, pos_4, pos_5, pos_6, pos_7, pos_8, pos_9
reply ,  485.82897600135766  ,  4087,   245,  3935,  1917,  3143,  3164,  2022,  3174,   121,  3161
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  486.3772990029247   ,  4087,   245,  3935,  1917,  3143,  3164,  2022,  3174,   121,  3161
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  487.23211600008653  ,  4087,   245,  3935,  1917,  3143,  3164,  2022,  3174,   121,  3161
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  488.50658500305144  ,  4087,   245,  3935,  1917,  3143,  3164,  2022,  3174,   121,  3161
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  489.3256730028952   ,  4087,   245,  3935,  1917,  3143,  3164,  2022,  3174,   121,  3161
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  490.84674200275913  ,  4087,   245,  3935,  1917,  3143,  3164,  2022,  3174,   121,  3161
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  491.57584400018095  ,  4087,   245,  3935,  1917,  3143,  3164,  2022,  3174,   121,  3161
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  494.12184600078035  ,  4087,   245,  3944,  1917,  3228,  3247,  2022,  3254,   121,  3240
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  495.14418699982343  ,  4087,   245,  3944,  1917,  3228,  3247,  2022,  3254,   121,  3240
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  495.6760970017058   ,  4087,   245,  3944,  1917,  3228,  3247,  2022,  3254,   121,  3240
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  496.93939900316764  ,  4087,   245,  3944,  1917,  3228,  3247,  2022,  3254,   121,  3240
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  498.128352999629    ,  4087,   245,  3944,  1917,  3228,  3247,  2022,  3254,   121,  3240
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  498.65518099977635  ,  4087,   245,  3944,  1917,  3228,  3247,  2022,  3254,   121,  3240
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  499.22980700284825  ,  4087,   245,  3944,  1917,  3228,  3247,  2022,  3254,   121,  3240
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  501.195431999804    ,  4087,   245,  3944,  1917,  3228,  3247,  2022,  3254,   121,  3240
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  501.7316049998044   ,  4087,   245,  3944,  1917,  3228,  3247,  2022,  3254,   121,  3240
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  502.5078470025619   ,  4087,   245,  3954,  1917,  3313,  3322,  2022,  3339,   121,  3316
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  503.2067400024971   ,  4087,   245,  3954,  1917,  3313,  3322,  2022,  3339,   121,  3316
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  504.9208410018764   ,  4087,   245,  3954,  1917,  3313,  3322,  2022,  3339,   121,  3316
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  505.7816059998004   ,  4087,   245,  3954,  1917,  3313,  3322,  2022,  3339,   121,  3316
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  506.4106530007848   ,  4087,   245,  3954,  1917,  3313,  3322,  2022,  3339,   121,  3316
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  508.97528600035     ,  4087,   245,  3954,  1917,  3313,  3322,  2022,  3339,   121,  3316
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  509.5191770014935   ,  4087,   245,  3954,  1917,  3313,  3322,  2022,  3339,   121,  3316
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  510.8235670013528   ,  4087,   245,  3954,  1917,  3313,  3322,  2022,  3339,   121,  3316
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  511.3960680027958   ,  4087,   245,  3954,  1917,  3313,  3322,  2022,  3339,   121,  3316
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  512.341607001872    ,  4087,   245,  3957,  1917,  3386,  3398,  2022,  3412,   121,  3389
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  515.4529520004871   ,  4087,   245,  3957,  1917,  3386,  3398,  2022,  3412,   121,  3389
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  516.0117490013363   ,  4087,   245,  3957,  1917,  3386,  3398,  2022,  3412,   121,  3389
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  516.5362020015891   ,  4087,   245,  3957,  1917,  3386,  3398,  2022,  3412,   121,  3389
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  517.2020850004628   ,  4087,   245,  3957,  1917,  3386,  3398,  2022,  3412,   121,  3389
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  519.1187240016006   ,  4087,   245,  3957,  1917,  3386,  3398,  2022,  3412,   121,  3389
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  519.6707169998263   ,  4087,   245,  3957,  1917,  3386,  3398,  2022,  3412,   121,  3389
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  520.4279820027296   ,  4087,   245,  3957,  1917,  3386,  3398,  2022,  3412,   121,  3389
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  521.2050070003897   ,  4087,   245,  3957,  1917,  3386,  3398,  2022,  3412,   121,  3389
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  522.2862789996725   ,  4087,   245,  3960,  1917,  3462,  3468,  2022,  3481,   121,  3472
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  523.2337520028523   ,  4087,   245,  3960,  1917,  3462,  3468,  2022,  3481,   121,  3472
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  524.9381989997346   ,  4087,   245,  3960,  1917,  3462,  3468,  2022,  3481,   121,  3472
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  525.4870040007518   ,  4087,   245,  3960,  1917,  3462,  3468,  2022,  3481,   121,  3472
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  527.0856690003711   ,  4087,   245,  3960,  1917,  3462,  3468,  2022,  3481,   121,  3472
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  527.6324120022764   ,  4087,   245,  3960,  1917,  3462,  3468,  2022,  3481,   121,  3472
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  530.0715860030323   ,  4087,   245,  3960,  1917,  3462,  3468,  2022,  3481,   121,  3472
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  531.0787810012698   ,  4087,   245,  3960,  1917,  3462,  3468,  2022,  3481,   121,  3472
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  531.5961590022198   ,  4087,   245,  3960,  1917,  3462,  3468,  2022,  3481,   121,  3472
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  532.9142730006424   ,  4087,   245,  3960,  1917,  3525,  3532,  2022,  3548,   121,  3535
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  533.4347380012332   ,  4087,   245,  3960,  1917,  3525,  3532,  2022,  3548,   121,  3535
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  534.9477790005039   ,  4087,   245,  3960,  1917,  3525,  3532,  2022,  3548,   121,  3535
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  535.4903139996168   ,  4087,   245,  3960,  1917,  3525,  3532,  2022,  3548,   121,  3535
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  537.119619002624    ,  4087,   245,  3960,  1917,  3525,  3532,  2022,  3548,   121,  3535
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  537.6494320007623   ,  4087,   245,  3960,  1917,  3525,  3532,  2022,  3548,   121,  3535
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  540.0862740025332   ,  4087,   245,  3960,  1917,  3525,  3532,  2022,  3548,   121,  3535
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  541.1103220030782   ,  4087,   245,  3960,  1917,  3525,  3532,  2035,  3548,   121,  3535
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  541.6432190031628   ,  4087,   245,  3960,  1917,  3525,  3532,  2035,  3548,   121,  3535
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  542.9250410015811   ,  4087,   245,  3963,  1917,  3591,  3594,  2035,  3610,   111,  3600
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  545.7439530000556   ,  4087,   245,  3963,  1917,  3591,  3594,  2035,  3610,   111,  3600
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  546.4164240001992   ,  4087,   245,  3963,  1917,  3591,  3594,  2035,  3610,   111,  3600
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  547.3319680022541   ,  4087,   245,  3963,  1917,  3591,  3594,  2035,  3610,   111,  3600
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  549.1362520006078   ,  4087,   245,  3963,  1917,  3591,  3594,  2035,  3610,   111,  3600
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  549.6602100029122   ,  4087,   245,  3963,  1917,  3591,  3594,  2035,  3610,   111,  3600
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  550.5953980027698   ,  4087,   245,  3963,  1917,  3591,  3594,  2022,  3610,   111,  3600
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  551.22300000221     ,  4087,   245,  3963,  1917,  3591,  3594,  2022,  3610,   111,  3600
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  552.270023003075    ,  4087,   245,  3963,  1917,  3654,  3660,  2022,  3668,   111,  3658
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  553.2063980026578   ,  4087,   245,  3963,  1917,  3654,  3660,  2022,  3668,   111,  3658
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  554.9344770006428   ,  4087,   245,  3963,  1917,  3654,  3660,  2022,  3668,   111,  3658
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  555.488592999609    ,  4087,   245,  3963,  1917,  3654,  3660,  2022,  3668,   111,  3658
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  557.1038670022972   ,  4087,   245,  3963,  1917,  3654,  3660,  2022,  3668,   111,  3658
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  557.6167860017449   ,  4087,   245,  3963,  1917,  3654,  3660,  2022,  3668,   111,  3658
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  560.0585749998572   ,  4087,   245,  3963,  1917,  3654,  3660,  2022,  3668,   111,  3658
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  561.1376320011914   ,  4087,   245,  3963,  1917,  3654,  3660,  2022,  3668,   111,  3658
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  561.7511830023432   ,  4087,   245,  3963,  1917,  3654,  3660,  2022,  3668,   111,  3658
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  562.9246730022714   ,  4087,   245,  3963,  1917,  3708,  3715,  2022,  3722,   111,  3712
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  563.4599889999663   ,  4087,   245,  3963,  1917,  3708,  3715,  2022,  3722,   111,  3712
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  564.9389490026806   ,  4087,   245,  3963,  1917,  3708,  3715,  2022,  3722,   111,  3712
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  565.5491320030706   ,  4087,   245,  3963,  1917,  3708,  3715,  2022,  3722,   111,  3712
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  566.9896640029037   ,  4087,   245,  3963,  1917,  3708,  3715,  2022,  3722,   111,  3712
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  567.5125710004068   ,  4087,   245,  3963,  1917,  3708,  3715,  2022,  3722,   111,  3712
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  570.0665700023819   ,  4087,   245,  3963,  1917,  3708,  3715,  2022,  3722,   111,  3712
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  571.1339139998017   ,  4087,   245,  3963,  1917,  3708,  3715,  2022,  3722,   111,  3712
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  571.6936950011586   ,  4087,   245,  3963,  1917,  3708,  3715,  2022,  3722,   111,  3712
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  572.2856880020117   ,  4087,   245,  3963,  1917,  3759,  3766,  2022,  3777,   121,  3762
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  573.8011600005848   ,  4087,   245,  3963,  1917,  3759,  3766,  2022,  3777,   121,  3762
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  575.0142620017868   ,  4087,   245,  3963,  1917,  3759,  3766,  2022,  3777,   121,  3762
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  575.554983002803    ,  4087,   245,  3963,  1917,  3759,  3766,  2022,  3777,   121,  3762
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  577.9772599998978   ,  4087,   245,  3963,  1917,  3759,  3766,  2022,  3777,   121,  3762
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  578.951565999887    ,  4087,   245,  3963,  1917,  3759,  3766,  2022,  3777,   121,  3762
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  579.480764001346    ,  4087,   245,  3963,  1917,  3759,  3766,  2022,  3777,   121,  3762
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  580.7784710013948   ,  4087,   245,  3963,  1917,  3759,  3766,  2022,  3777,   121,  3762
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  581.7749470006675   ,  4087,   245,  3963,  1917,  3759,  3766,  2022,  3777,   121,  3762
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  582.2996290007723   ,  4087,   245,  3963,  1917,  3810,  3816,  2022,  3823,   111,  3810
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  584.6658410009695   ,  4087,   245,  3963,  1917,  3810,  3816,  2022,  3823,   111,  3810
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  585.7031960003951   ,  4087,   245,  3963,  1917,  3810,  3816,  2022,  3823,   111,  3810
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  586.4473130022816   ,  4087,   245,  3963,  1917,  3810,  3816,  2022,  3823,   111,  3810
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  587.5171570005477   ,  4087,   245,  3963,  1917,  3810,  3816,  2022,  3823,   111,  3810
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  588.5660250023648   ,  4087,   245,  3963,  1917,  3810,  3816,  2022,  3823,   111,  3810
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  589.2347620028886   ,  4087,   245,  3963,  1917,  3810,  3816,  2022,  3823,   111,  3810
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  591.5767900005449   ,  4087,   245,  3963,  1917,  3810,  3816,  2022,  3823,   111,  3810
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  592.6602630024718   ,  4087,   245,  3963,  1917,  3810,  3816,  2022,  3823,   111,  3810
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  593.1758190017717   ,  4087,   245,  3963,  1917,  3857,  3860,  2022,  3863,   111,  3853
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  595.7400290026271   ,  4087,   245,  3963,  1917,  3857,  3860,  2022,  3863,   111,  3853
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  596.6205580007227   ,  4087,   245,  3963,  1917,  3857,  3860,  2022,  3863,   111,  3853
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  598.6332630018296   ,  4087,   245,  3963,  1917,  3857,  3860,  2022,  3863,   111,  3853
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  599.7976020007627   ,  4087,   245,  3963,  1917,  3857,  3860,  2022,  3863,   111,  3853
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  600.4082810031832   ,  4087,   245,  3963,  1917,  3857,  3860,  2022,  3863,   111,  3853
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  601.6885410026589   ,  4087,   245,  3963,  1917,  3857,  3860,  2022,  3863,   111,  3853
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  604.3568480017711   ,  4087,   245,  3963,  1917,  3898,  3898,  2022,  3908,   111,  3894
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  604.9521920031111   ,  4087,   245,  3963,  1917,  3898,  3898,  2022,  3908,   111,  3894
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  605.4857000017364   ,  4087,   245,  3963,  1917,  3898,  3898,  2022,  3908,   111,  3894
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  607.8254510030092   ,  4087,   245,  3963,  1917,  3898,  3898,  2022,  3908,   111,  3894
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  608.3924020022096   ,  4087,   245,  3963,  1917,  3898,  3898,  2022,  3908,   111,  3894
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  609.237179000047    ,  4087,   245,  3963,  1917,  3898,  3898,  2022,  3908,   111,  3894
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  610.3908030017919   ,  4087,   245,  3963,  1917,  3898,  3898,  2022,  3908,   111,  3894
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  611.2011950026499   ,  4087,   245,  3963,  1917,  3898,  3898,  2022,  3908,   111,  3894
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  612.280395002017    ,  4087,   245,  3963,  1917,  3933,  3936,  2022,  3943,   111,  3932
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  613.2102100018528   ,  4087,   245,  3963,  1917,  3933,  3936,  2022,  3943,   111,  3932
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  615.0258880006731   ,  4087,   245,  3963,  1917,  3933,  3936,  2022,  3943,   111,  3932
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  615.5611200010753   ,  4087,   245,  3963,  1917,  3933,  3936,  2022,  3943,   111,  3932
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  616.3812720005808   ,  4087,   245,  3963,  1917,  3933,  3936,  2022,  3943,   111,  3932
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  617.84418300158     ,  4087,   245,  3963,  1917,  3933,  3936,  2022,  3943,   111,  3932
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  618.3983430018998   ,  4087,   245,  3963,  1917,  3933,  3936,  2022,  3943,   111,  3932
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  620.7919270018465   ,  4087,   245,  3963,  1917,  3933,  3936,  2022,  3943,   111,  3932
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  621.8057620026229   ,  4087,   245,  3963,  1917,  3933,  3936,  2022,  3943,   111,  3932
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  622.3273989999143   ,  4087,   245,  3963,  1917,  3967,  3968,  2022,  3977,   111,  3964
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  623.6009830026887   ,  4087,   245,  3963,  1917,  3967,  3968,  2022,  3977,   111,  3964
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  625.0265760027105   ,  4087,   245,  3963,  1917,  3967,  3968,  2022,  3977,   111,  3964
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  625.5898800009163   ,  4087,   245,  3963,  1917,  3967,  3968,  2022,  3977,   111,  3964
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  627.2111870021035   ,  4087,   245,  3963,  1917,  3967,  3968,  2022,  3977,   111,  3964
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  627.6983640018443   ,  4087,   245,  3963,  1917,  3967,  3968,  2022,  3977,   111,  3964
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  630.2630330028478   ,  4087,   245,  3963,  1917,  3967,  3968,  2022,  3977,   111,  3964
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  631.2910209999245   ,  4087,   245,  3963,  1917,  3967,  3968,  2035,  3977,   111,  3964
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  631.8213940030546   ,  4087,   245,  3963,  1917,  3967,  3968,  2035,  3977,   111,  3964
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  632.368900001893    ,  4087,   245,  3963,  1917,  3999,  3997,  2035,  4003,   111,  3996
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  635.7214550007484   ,  4087,   245,  3963,  1917,  3999,  3997,  2035,  4003,   111,  3996
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  636.4696630007529   ,  4087,   245,  3963,  1917,  3999,  3997,  2035,  4003,   111,  3996
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  637.2487309999997   ,  4087,   245,  3963,  1917,  3999,  3997,  2035,  4003,   111,  3996
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  639.015726002981    ,  4087,   245,  3963,  1917,  3999,  3997,  2035,  4003,   111,  3996
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  639.5470930001466   ,  4087,   245,  3963,  1917,  3999,  3997,  2035,  4003,   111,  3996
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  640.5305350017443   ,  4087,   245,  3963,  1917,  3999,  3997,  2035,  4003,   111,  3996
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  641.2277600029483   ,  4087,   245,  3963,  1917,  3999,  3997,  2035,  4003,   111,  3996
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  642.2853340009169   ,  4087,   245,  3963,  1917,  4025,  4024,  2035,  4028,   111,  4021
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  643.2471870029985   ,  4087,   245,  3963,  1917,  4025,  4024,  2035,  4028,   111,  4021
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  644.9511050013825   ,  4087,   245,  3963,  1917,  4025,  4024,  2035,  4028,   111,  4021
set   ,                      ,  4087,    18,  3963,  2026,  4094,  4094,  2072,  4094,    39,  4093
reply ,  646.0489020028035   ,  4087,   245,  3963,  1917,  4025,  4024,  2035,  4028,   111,  4021
